user,item,rating
346,4881,3.5
455,419,3.0
599,6403,3.0
495,2225,5.0
249,8496,4.0
346,296,3.5
432,4239,3.5
64,3558,4.0
599,452,2.5
177,4927,3.0
382,1,4.5
160,54,2.0
385,485,3.0
588,16,4.0
580,707,3.5
295,1137,5.0
560,1962,4.0
293,365,2.0
380,593,3.0
563,8019,1.0
249,4346,3.5
221,4134,4.5
19,2751,3.0
234,314,2.0
381,6531,3.0
346,820,4.0
307,5883,2.0
96,1576,5.0
288,2150,3.0
405,1218,4.0
572,2314,5.0
58,124,4.0
140,3190,3.0
318,2937,4.0
292,1947,1.0
1,1601,4.0
57,1988,2.0
411,211,5.0
458,396,5.0
18,8279,3.5
535,1960,5.0
580,6031,1.5
514,908,4.0
567,8887,1.5
352,2638,4.0
340,10,4.0
68,6060,4.5
599,6088,3.0
484,292,4.0
288,3298,3.0
130,510,3.0
268,911,1.0
240,437,5.0
587,943,4.0
290,706,5.0
367,1005,3.0
555,1773,3.0
235,327,2.0
356,117,4.0
132,1295,4.0
226,4883,4.0
422,2272,2.0
448,8624,1.0
426,4154,4.0
296,1284,5.0
84,634,4.0
249,99,4.5
534,7378,4.0
111,6023,0.5
338,5723,2.5
290,986,4.0
32,356,3.0
232,4420,4.0
19,13,3.0
497,4422,2.5
24,6135,4.0
414,8992,4.5
608,920,3.0
483,7638,3.5
282,6137,4.0
610,5647,4.0
474,5534,4.0
559,314,3.0
221,5804,4.0
10,6330,5.0
105,923,4.0
599,8046,3.5
286,4601,3.0
21,5256,4.0
517,7486,2.0
573,47,5.0
226,4806,2.5
590,702,5.0
368,1083,3.0
103,6060,4.0
69,278,5.0
179,335,5.0
597,1158,4.0
280,385,4.5
167,1076,3.5
410,1753,5.0
6,310,4.0
532,399,5.0
376,934,4.5
226,4608,3.5
23,1429,3.0
161,1493,3.5
448,5923,4.0
608,5754,4.0
307,816,4.0
579,1390,4.0
568,419,3.0
117,384,4.0
84,239,3.0
146,2637,3.0
274,4404,0.5
414,3856,3.0
351,315,4.5
599,7252,3.5
119,6514,4.5
232,3688,2.5
328,1057,4.0
474,3121,1.0
557,462,4.0
332,3168,3.5
254,969,3.5
50,901,4.0
509,964,3.0
438,146,2.5
14,515,3.0
601,9479,4.0
480,2031,3.5
288,897,1.0
414,5999,3.5
19,1806,3.0
610,6406,5.0
610,6753,2.5
426,6196,4.0
287,2258,4.0
95,1687,4.0
599,2987,2.5
597,2097,5.0
289,4215,3.5
606,319,3.0
294,898,4.0
191,203,3.0
582,7286,4.5
477,1883,4.5
232,4031,3.5
610,6149,3.0
474,4460,4.0
309,971,4.0
124,1046,5.0
448,3090,2.0
105,6990,4.0
63,6514,4.0
552,2888,3.5
32,3,3.0
50,3580,4.0
325,856,4.0
219,3885,1.5
566,98,5.0
9,1498,3.0
414,3421,1.0
45,146,1.0
438,2249,3.0
525,4788,3.5
525,1798,4.5
325,288,3.0
524,785,2.0
347,277,4.0
599,3351,3.5
474,4285,3.5
337,38,3.0
604,200,3.0
594,4657,0.5
167,603,2.0
314,574,2.0
514,3072,4.0
232,5161,1.0
62,8279,5.0
334,5734,3.5
160,2757,4.0
517,4071,4.0
474,4801,3.5
234,1546,3.0
103,5157,2.0
608,4127,2.5
554,793,5.0
127,5965,4.0
115,100,2.0
1,1487,4.0
414,620,3.0
426,2913,2.0
95,1623,3.0
167,2993,5.0
219,2031,2.0
199,1394,3.0
452,1475,4.0
517,5260,2.5
111,437,4.0
198,2885,2.0
597,997,5.0
155,2833,4.0
28,1323,3.5
110,2094,4.5
85,1279,2.0
166,4417,3.0
484,2043,3.5
57,2380,3.0
314,509,2.0
288,785,2.0
150,620,3.0
186,733,4.0
382,762,3.5
73,6631,3.5
246,7023,5.0
534,4792,4.5
474,1633,3.0
91,21,4.0
599,990,4.0
389,646,5.0
411,235,2.0
262,252,4.0
239,513,3.0
91,622,2.5
1,2145,5.0
460,1284,4.0
360,1152,2.0
380,8189,1.0
356,3624,4.0
102,21,3.0
599,6036,3.0
200,3618,5.0
570,3003,4.5
453,303,4.0
590,5748,4.5
590,3153,2.5
555,2526,3.0
372,191,4.0
198,1956,5.0
89,2038,1.5
469,384,3.0
244,511,4.0
480,4154,5.0
177,7917,3.5
424,4299,4.5
62,7062,4.5
52,6389,4.0
551,2078,4.0
139,6513,2.5
199,2214,4.0
156,966,4.0
599,3547,2.5
305,1267,4.0
298,4601,3.0
51,4712,2.5
177,4400,0.5
308,34,1.0
64,4784,4.5
97,3443,3.0
561,1476,3.0
137,3349,3.5
606,1586,4.0
600,5546,4.0
474,586,4.0
503,905,4.0
339,8436,4.5
177,6024,3.0
42,1979,3.0
289,202,4.0
114,7062,2.0
263,515,4.0
573,7196,5.0
317,2225,5.0
357,4327,4.5
325,1651,3.0
225,506,3.0
453,1117,3.0
114,6506,4.0
89,6967,3.5
307,6012,3.5
368,2145,4.0
599,5778,2.5
269,620,3.0
546,2700,4.0
528,7397,3.5
560,7628,4.5
18,9251,4.5
415,44,4.0
596,8272,3.0
315,975,4.0
599,1162,1.5
386,356,3.0
495,3873,4.0
294,2769,2.0
483,3634,4.5
28,1402,4.0
410,252,5.0
372,923,3.0
40,399,3.0
91,1081,3.5
210,6614,2.5
128,1044,4.0
606,4608,4.5
232,3410,3.0
599,5657,2.5
577,1815,3.0
567,9435,3.5
594,5321,4.5
187,252,4.0
599,1059,3.5
75,5320,1.0
274,766,2.0
495,6906,4.5
527,2152,4.0
219,3476,2.0
480,3741,3.0
368,2027,3.0
68,1972,4.0
519,3006,5.0
377,1407,3.5
9,3634,5.0
414,519,3.0
525,2195,4.5
495,7588,5.0
387,2249,3.5
520,2371,4.0
323,507,4.0
600,695,2.5
332,6758,3.5
21,1916,4.0
332,2544,3.5
606,5052,4.0
144,1398,2.5
483,2099,3.5
553,593,3.0
368,2969,3.0
309,746,4.0
438,303,4.0
6,79,3.0
42,2440,3.0
373,511,5.0
570,379,2.5
514,2098,2.0
232,5706,2.0
561,1617,3.0
484,6785,4.5
610,8012,3.5
414,782,4.0
232,6428,4.0
84,4,3.0
599,1587,3.0
239,2963,3.5
414,3045,2.0
222,8273,3.5
509,1287,2.5
169,54,4.0
298,4193,2.0
27,552,3.0
247,3137,4.5
62,8618,3.0
517,949,0.5
264,1398,3.5
391,2524,4.0
425,1322,3.5
167,964,3.0
105,7988,4.0
318,1979,3.0
599,2824,2.0
219,379,3.0
603,510,2.0
238,3319,4.0
126,437,4.0
567,547,2.5
332,909,4.0
305,7286,4.0
328,8006,0.5
198,2577,5.0
249,1563,3.5
274,2417,3.5
263,2084,2.0
345,651,5.0
274,6758,3.5
603,1593,4.0
448,1211,4.0
187,1295,4.0
45,1730,5.0
387,6511,3.0
265,2008,4.0
19,1071,3.0
4,2980,4.0
555,1988,3.0
307,785,2.0
391,3890,4.0
129,4329,4.5
414,2449,2.0
210,9131,4.5
464,5375,3.0
1,784,5.0
495,1284,5.0
434,3558,5.0
274,338,4.0
474,2354,4.0
132,697,3.0
318,7864,4.0
288,2716,2.0
358,6260,4.5
462,1122,0.5
520,915,5.0
313,3938,4.0
182,3853,4.0
298,3710,2.0
368,2780,2.0
313,1779,4.0
313,2980,1.0
274,1743,3.0
68,8355,3.5
215,153,3.0
288,771,3.5
434,1704,4.0
527,969,4.0
68,2445,2.5
414,2387,4.0
298,4936,3.0
42,811,5.0
590,929,3.5
448,8711,2.5
448,8399,2.0
590,5251,3.5
20,2144,4.0
351,3457,3.5
537,7196,5.0
230,528,1.0
387,1922,4.0
247,6869,2.5
422,2576,4.0
219,479,0.5
93,327,4.0
202,1801,3.0
514,1461,2.0
354,2020,4.5
339,8007,3.5
300,2225,4.5
182,3741,3.5
57,2704,4.0
438,1939,5.0
425,2247,3.0
119,6961,5.0
18,376,4.0
337,114,4.0
21,5966,3.5
119,6757,3.0
62,8740,5.0
300,3618,4.0
599,7623,3.0
534,6659,4.0
1,462,5.0
68,1476,3.0
1,2028,5.0
91,4132,4.0
307,1723,0.5
526,7450,4.0
529,607,1.0
600,5157,4.0
66,2079,4.0
414,141,2.0
610,7545,3.5
226,1734,4.5
110,2703,4.0
127,1000,2.0
105,4103,5.0
379,139,2.0
191,25,5.0
105,6608,4.5
233,5692,3.0
46,1,5.0
28,2671,4.0
600,521,4.0
190,5292,3.0
357,1541,3.5
58,44,5.0
68,1005,3.5
603,250,4.0
139,6500,0.5
190,3570,5.0
111,8883,2.5
387,3775,1.5
313,1516,3.0
428,4927,4.0
610,6994,5.0
79,990,5.0
602,506,4.0
477,2988,3.5
125,8954,3.5
140,833,3.0
105,9120,5.0
610,4523,5.0
405,2545,4.0
111,9425,4.0
475,1044,5.0
474,1484,3.0
558,958,4.0
177,595,4.0
139,6333,1.5
290,1426,5.0
414,2526,2.0
577,952,4.0
318,6030,4.0
354,4113,4.0
526,3007,5.0
252,1,4.5
135,1,4.0
288,566,3.0
199,445,3.0
132,148,3.0
349,218,3.0
175,6642,4.0
470,26,3.0
610,2638,4.5
292,3610,3.0
297,135,2.0
275,2956,4.0
39,981,1.0
219,1691,3.5
606,3741,4.5
354,828,4.0
260,3715,3.0
404,11,4.0
387,4608,4.0
249,3624,4.0
109,261,3.0
380,1171,4.0
24,1972,3.5
386,44,3.0
480,962,4.5
610,620,5.0
68,6156,4.0
469,1199,2.0
357,7339,4.0
140,5756,3.0
91,965,4.0
184,8552,4.0
474,1859,1.0
249,5916,3.5
73,8458,5.0
361,4154,2.5
59,833,5.0
477,1158,4.0
136,173,1.0
592,207,2.0
141,6622,3.0
307,1466,3.0
596,5727,3.5
230,338,3.0
608,2225,5.0
226,59,3.0
387,3125,4.0
464,1516,3.5
356,5940,3.0
436,206,3.0
561,4223,1.5
139,3168,2.0
140,2395,5.0
318,8608,4.0
380,8284,5.0
608,559,4.0
200,2969,4.0
517,6870,0.5
140,2345,4.0
600,134,2.5
298,914,4.0
68,3213,3.5
414,2844,3.0
217,1445,4.0
484,1022,1.0
275,3198,3.0
64,1171,2.0
202,56,3.0
474,3890,4.5
560,4356,3.0
113,2640,5.0
474,3047,2.0
322,808,2.5
483,836,3.0
18,5991,4.0
288,1357,3.0
298,932,3.5
132,3471,3.0
219,4091,2.5
249,6944,2.5
195,1640,3.0
18,4859,3.0
533,1472,5.0
465,886,5.0
429,194,3.0
427,4341,0.5
105,6889,3.0
229,1,5.0
133,326,3.0
198,2942,4.0
191,65,4.0
427,4024,3.0
63,4843,2.5
101,2263,2.0
414,2769,2.0
606,1635,4.5
489,397,0.5
380,2451,4.0
42,254,3.0
417,922,5.0
428,4787,3.0
434,6911,4.5
474,3570,4.5
385,953,4.0
294,2822,1.0
217,1308,3.0
514,5329,1.5
587,1056,4.0
525,3899,2.5
460,3226,4.0
309,1636,2.0
97,3190,5.0
312,916,5.0
279,2097,3.5
381,6489,2.0
487,7877,2.5
6,659,4.0
288,1802,1.0
249,6738,3.0
292,1487,3.5
517,4978,0.5
600,5527,0.5
503,420,4.0
260,5324,3.0
217,139,3.0
542,1158,5.0
111,8905,2.0
603,2038,3.0
305,6975,2.5
209,4132,5.0
226,4933,2.5
255,897,5.0
448,7515,4.0
414,4546,4.0
525,1617,3.5
520,7450,5.0
555,159,5.0
599,5780,3.5
160,2038,4.0
446,396,3.0
597,2247,4.0
40,376,5.0
517,1522,1.5
351,2885,2.5
610,7974,2.0
448,3923,2.0
537,8257,5.0
603,1311,5.0
63,4403,4.0
199,1532,4.0
274,56,3.0
294,2439,4.0
141,3980,4.5
143,1602,5.0
249,177,3.5
603,2007,4.0
448,8783,1.5
313,335,2.0
249,9504,4.5
560,9080,3.5
66,1604,4.5
466,8458,3.5
474,3672,4.0
111,9629,3.5
113,1236,1.0
176,141,5.0
387,686,5.0
447,326,4.0
239,1171,3.0
233,8883,4.5
584,157,5.0
484,3568,3.5
466,6694,3.0
571,2244,2.0
509,1191,3.5
452,1616,5.0
216,955,3.0
514,384,4.0
298,4937,1.5
330,117,4.0
294,1485,3.0
277,93,4.0
415,1272,4.0
280,1073,4.5
599,8984,2.5
608,2032,3.0
312,1487,4.0
387,2710,3.5
393,5356,2.0
514,2651,4.0
552,2680,1.0
92,286,3.5
288,2216,3.0
19,449,3.0
221,445,3.5
19,1476,2.0
602,255,3.0
50,909,4.5
45,1057,3.0
483,6461,5.0
325,1570,4.0
552,4792,5.0
287,4112,3.5
474,5337,4.0
140,764,3.0
420,1997,5.0
244,2742,3.0
514,8218,4.0
160,1811,1.0
202,1076,3.0
288,2837,2.0
489,921,3.0
593,1322,3.5
313,3124,4.0
599,2098,2.0
168,6149,5.0
552,1211,4.5
599,5086,1.5
387,4665,2.5
281,2022,3.0
202,1591,3.0
514,226,2.5
590,969,4.5
368,1016,2.0
132,6911,2.5
62,7468,2.0
387,2611,3.5
562,1146,4.0
190,3190,3.5
438,1820,3.5
182,1159,3.5
606,1133,2.5
177,2691,2.5
367,3168,4.0
51,2349,5.0
165,4091,3.0
188,1748,3.0
84,915,3.0
200,315,4.0
274,4252,3.5
318,2629,4.5
391,810,5.0
28,1305,3.5
603,3229,4.0
28,974,2.0
282,5923,4.5
410,912,4.0
346,1445,4.0
212,8182,2.5
90,809,5.0
380,6561,3.0
381,7009,4.0
404,229,3.0
352,7484,4.0
377,973,5.0
274,6431,2.0
448,1438,3.0
251,4146,5.0
480,818,3.5
565,365,3.0
275,1608,5.0
414,6212,4.5
294,2637,3.0
479,2022,3.0
338,9682,1.0
448,4709,2.5
599,2614,3.0
62,255,5.0
561,1816,3.5
18,959,4.0
294,2690,2.0
599,2240,3.5
305,7002,4.0
279,8045,3.0
437,990,4.0
306,8578,4.0
558,2600,3.0
474,828,4.0
51,6694,4.0
249,6870,3.5
105,6994,4.0
580,4046,3.5
129,5902,4.5
119,8397,4.0
282,2963,3.0
603,2385,4.0
610,7673,4.5
282,1322,4.0
579,2079,4.0
195,47,5.0
18,2993,4.5
280,6933,3.5
135,139,1.0
66,983,5.0
68,132,3.0
95,7,3.0
274,1475,3.0
103,7300,3.5
265,898,5.0
57,691,5.0
373,314,1.0
340,276,4.0
234,3150,3.0
80,2697,4.0
63,4927,2.5
260,2904,3.5
8,217,3.0
600,5256,0.5
387,2105,1.0
140,780,4.0
99,119,4.0
469,883,5.0
483,3657,3.5
195,2372,4.0
104,451,3.0
105,6614,4.0
182,2957,4.0
80,1939,4.5
202,2,4.0
232,2621,3.5
220,911,4.5
332,5916,2.5
417,8009,3.5
448,1237,3.0
380,258,5.0
489,631,1.0
339,3558,4.5
525,1445,4.5
111,323,3.5
305,742,5.0
28,3815,3.5
454,828,4.0
6,645,5.0
525,7245,2.5
599,4696,2.0
414,4240,4.0
288,1146,3.0
488,1997,3.0
448,7580,2.5
159,7450,3.5
517,945,2.0
247,44,4.0
1,1796,5.0
409,1771,3.0
552,1322,3.5
232,6119,3.0
560,2325,4.0
42,1137,4.0
387,255,4.5
171,117,5.0
358,6442,4.0
249,6756,4.0
387,430,3.5
41,7785,4.0
160,2017,0.5
115,1939,3.0
18,3707,4.5
217,374,1.0
202,2218,5.0
50,5468,4.0
448,8840,2.0
414,506,3.0
580,1164,3.0
19,1005,3.0
606,2327,5.0
68,1394,3.0
68,6971,3.5
246,7044,5.0
414,2568,2.0
610,5526,5.0
38,316,5.0
387,29,3.5
125,7155,4.0
610,2913,4.5
606,5403,4.5
184,9703,4.0
191,197,4.0
600,302,3.0
380,41,4.0
387,4496,3.5
414,1261,4.0
555,657,2.0
477,1858,4.0
215,1131,3.0
51,2593,5.0
391,1,3.0
393,3540,3.0
317,8223,2.0
280,1840,3.5
274,2605,3.0
226,1962,3.0
261,1645,5.0
567,898,2.0
290,701,5.0
111,8416,2.5
596,6754,3.0
483,2545,2.5
307,80,3.5
580,4523,5.0
470,507,3.0
599,9416,3.0
596,6342,2.5
448,9065,1.5
111,2039,2.5
16,5683,4.0
10,8468,4.5
315,2050,3.0
368,485,2.0
41,7592,3.5
356,4154,3.5
68,4417,2.5
485,511,5.0
139,5868,1.5
219,2651,3.5
534,619,4.0
390,5371,4.0
560,6240,3.5
606,1172,4.0
47,5191,3.0
84,651,5.0
438,275,3.5
140,834,2.0
48,1158,4.0
599,1086,4.0
489,7805,2.0
21,5352,3.0
503,660,4.5
226,1404,2.5
202,2291,4.0
140,2858,3.0
318,5151,3.0
465,1693,4.0
137,2038,3.0
474,1585,3.0
608,4303,2.5
221,3016,4.5
586,9446,5.0
318,3002,3.5
322,2145,4.5
328,3815,4.0
103,419,4.0
28,660,4.5
433,614,4.5
391,687,5.0
408,6342,4.0
562,4069,5.0
178,338,4.0
96,2671,4.0
83,1576,2.0
517,7648,2.5
41,6747,2.5
599,4384,4.5
582,7627,5.0
11,839,5.0
610,5382,2.5
381,4788,3.5
298,7499,3.0
462,490,4.0
62,5892,4.0
269,616,4.0
279,8257,3.0
135,1181,4.0
337,32,4.0
599,2547,3.0
125,9159,4.0
404,94,3.0
66,2341,4.5
573,6801,5.0
34,2833,5.0
318,6570,4.0
502,1896,1.0
275,833,3.0
562,464,4.5
474,4096,4.0
195,2325,4.0
89,8855,4.0
216,1,3.0
603,430,4.0
553,6,5.0
580,2221,5.0
509,3741,3.5
166,4021,5.0
139,5151,2.0
345,32,3.5
186,1771,4.0
307,915,2.0
489,6740,2.5
608,1496,3.5
266,1796,3.0
81,510,3.0
182,1146,2.0
469,1846,3.0
599,5880,2.5
292,3850,4.5
475,6738,4.0
606,1073,3.5
375,1129,3.0
41,7075,3.0
414,4134,4.0
103,1052,3.5
414,2941,3.0
249,9269,4.5
104,2045,4.0
489,2885,3.5
577,1437,3.0
470,547,3.0
135,702,5.0
465,1532,5.0
21,3564,3.5
414,1371,3.0
171,137,5.0
462,1291,2.5
381,5781,2.5
68,5668,3.5
534,4608,4.5
469,1298,5.0
410,687,5.0
57,2252,2.0
608,4055,2.0
68,1576,4.0
133,261,3.0
156,2278,5.0
43,250,3.0
21,4632,4.0
308,3,0.5
510,1076,3.5
361,6238,5.0
149,1071,4.0
428,3009,2.5
517,1520,0.5
561,2079,2.5
605,969,4.0
452,3455,5.0
185,3013,5.0
233,505,3.0
221,2493,4.5
182,1797,4.5
339,9596,5.0
380,902,5.0
274,1528,4.0
177,3006,3.5
4,3137,2.0
156,926,4.5
226,3198,3.0
336,660,4.0
594,4910,0.5
600,2045,1.5
279,7399,4.0
492,57,3.0
382,6015,4.5
477,6314,4.5
418,794,4.0
561,1,4.0
448,7676,3.5
4,819,2.0
41,44,3.5
177,1611,2.0
610,6820,3.5
610,8181,3.0
414,6326,3.5
62,6666,3.5
393,2697,3.0
599,1475,3.5
561,473,3.0
143,8006,3.0
608,2247,2.0
532,3049,4.0
140,334,3.0
282,6299,4.5
599,2282,5.0
249,3230,3.5
610,1247,2.5
64,5380,3.5
411,33,4.0
251,926,5.0
590,3429,3.5
219,5936,4.5
480,2237,4.5
305,4546,3.0
570,595,4.0
604,143,3.0
156,2237,3.0
30,508,3.5
444,202,5.0
156,728,5.0
414,1079,3.0
278,1230,5.0
62,896,4.0
152,7785,3.0
63,6991,4.0
91,132,2.0
486,386,3.0
529,816,3.0
159,1322,2.5
436,147,2.0
328,6226,2.0
45,2805,5.0
565,21,3.0
414,3327,3.0
298,8220,3.0
100,512,3.0
600,218,4.5
28,6870,3.0
217,1164,3.0
19,652,1.0
552,2144,4.0
247,8288,4.0
41,2225,4.0
386,10,3.0
599,4629,3.0
66,258,5.0
474,3956,2.0
131,7356,4.0
103,4008,3.0
380,4608,4.0
305,7108,4.0
597,199,5.0
428,2038,2.0
425,1067,3.0
609,677,3.0
480,3463,1.5
603,1375,3.0
461,8288,5.0
28,4422,2.0
103,4069,4.0
73,9165,2.0
474,1480,3.0
590,704,3.5
154,7308,4.0
310,377,2.5
509,7893,2.0
599,2961,0.5
570,1939,4.5
480,3669,4.0
66,5200,4.0
247,2016,3.0
230,1987,0.5
567,8067,3.5
280,6421,4.0
448,264,3.0
137,2619,4.0
474,2576,4.0
200,6342,4.0
372,261,5.0
484,2440,4.0
448,8843,3.0
480,6022,4.0
20,1481,2.0
381,3916,3.5
119,2581,5.0
474,930,4.0
564,7540,4.0
318,7828,4.0
140,4852,4.0
136,218,4.0
232,5870,4.5
381,6289,3.0
600,3408,4.0
372,916,5.0
600,5417,3.5
427,4069,3.0
588,326,1.0
414,2942,4.0
480,5726,4.0
555,1482,5.0
307,3139,1.5
448,8939,1.5
595,2077,5.0
560,4552,4.0
474,1979,4.0
28,6925,3.5
426,7355,5.0
226,5731,3.5
484,172,4.0
599,3394,2.5
139,3007,3.0
610,8630,3.5
197,939,4.0
599,514,3.5
274,7255,3.5
129,2941,3.5
474,3129,4.0
465,2697,2.0
608,5880,3.5
608,4587,0.5
123,4171,3.5
132,2450,1.0
226,1798,2.5
105,5259,4.5
182,487,3.5
448,1081,4.0
3,2141,5.0
372,1131,3.0
57,2193,4.0
260,296,4.5
599,6019,2.5
290,698,4.0
380,6502,2.0
19,595,2.0
608,4242,4.5
305,8247,5.0
326,3614,4.0
226,5328,3.5
182,4136,4.0
452,616,5.0
381,3911,4.0
64,957,3.5
474,1684,1.5
125,8669,3.0
226,3910,1.5
79,1541,4.0
562,7203,3.5
217,2502,4.0
414,6760,3.5
596,32,3.5
146,4360,1.5
274,1691,2.5
21,2705,4.5
606,267,4.5
475,5256,4.5
28,5371,3.0
288,2272,3.0
51,734,5.0
274,628,4.0
125,1997,2.0
517,7752,2.0
480,413,3.0
380,6295,5.0
480,3896,0.5
298,2885,2.5
226,702,3.0
570,1291,3.0
280,3521,4.0
177,8552,4.0
140,6342,4.0
367,2621,5.0
220,5151,5.0
229,595,4.0
414,3987,3.0
176,254,3.0
45,1959,4.0
288,2286,3.0
168,1427,5.0
166,1218,4.5
138,528,4.5
233,9480,4.0
534,6294,2.0
89,2097,2.5
387,1243,3.5
336,1755,3.5
577,2249,4.0
102,399,4.0
290,2250,4.0
232,1503,5.0
182,3460,2.5
414,2757,4.0
331,2776,2.0
590,2022,1.5
596,8458,3.5
448,8143,3.0
361,5151,3.5
198,33,4.0
525,923,3.5
30,7023,5.0
202,1702,4.0
125,1961,5.0
169,4747,5.0
599,467,2.5
606,192,4.0
414,1552,4.0
73,6186,4.0
436,326,3.0
357,316,4.0
601,7074,4.5
527,2220,4.0
414,4135,3.5
474,1603,4.0
524,695,3.0
178,4132,4.0
230,6193,3.5
532,419,4.0
43,506,5.0
217,213,3.0
166,4756,4.5
132,1235,1.5
323,8397,1.5
177,588,3.0
357,385,5.0
219,1962,2.0
448,7951,1.5
14,25,4.0
448,4883,3.0
395,326,4.0
97,2833,5.0
367,2593,5.0
249,8524,4.5
590,1044,4.5
510,2103,3.5
318,7247,4.0
169,4137,4.0
528,3636,4.5
469,1224,4.0
365,8520,4.0
448,9235,2.5
362,898,4.5
126,507,3.0
24,7938,3.5
177,7344,2.5
195,278,5.0
517,920,1.0
305,5720,4.5
600,4157,1.0
517,7645,0.5
555,2145,5.0
160,1498,5.0
365,5364,2.0
323,288,3.5
603,3410,1.0
387,1073,3.5
305,9375,4.0
380,8185,3.0
585,1734,5.0
140,4126,2.5
332,508,3.5
380,1706,4.0
438,157,2.0
567,7752,2.5
592,474,3.0
160,2443,2.0
205,315,4.0
414,1688,2.0
414,2856,2.0
304,515,4.0
489,3796,2.5
381,6613,2.5
57,1691,3.0
448,8329,2.5
600,308,2.0
539,6744,4.5
387,5369,2.5
514,9161,4.0
309,908,3.0
489,1183,3.0
381,4440,3.0
414,4910,3.5
85,1234,5.0
275,3901,2.0
328,2078,2.0
597,1545,4.0
62,8889,4.0
555,2737,5.0
187,2259,4.0
274,2184,3.0
119,8520,4.5
483,6966,4.0
135,3016,3.0
305,1291,3.5
44,1171,4.0
447,386,4.0
599,8102,2.0
610,4878,3.0
458,303,3.0
230,506,2.5
596,6050,3.5
58,185,3.0
564,8354,3.0
226,2747,3.5
64,2804,3.0
448,7608,3.0
610,7074,4.5
298,8441,2.5
167,4132,4.5
532,98,5.0
152,6758,2.5
91,1583,4.0
334,4171,4.0
298,4007,0.5
477,1485,3.5
610,695,3.5
606,5214,3.0
288,2249,3.0
292,2510,3.5
566,10,3.0
182,3006,2.5
481,1192,2.0
474,3189,2.5
44,1129,5.0
156,2280,3.0
168,5438,5.0
382,278,5.0
323,258,4.0
213,2103,4.0
298,6971,4.0
495,4608,5.0
590,6135,3.5
153,8962,3.5
414,7729,4.0
567,735,2.0
597,298,3.0
599,3792,2.0
150,85,3.0
599,5831,2.5
497,8408,2.0
20,514,4.5
474,6059,4.5
529,552,3.0
28,5356,4.0
489,312,4.0
104,4911,3.0
572,817,5.0
155,2164,3.0
135,915,4.0
339,8359,5.0
414,6020,4.0
119,8235,3.5
517,2308,5.0
6,473,3.0
536,193,4.0
599,4528,2.5
606,99,3.5
450,484,4.0
610,4977,4.0
132,2999,3.0
328,603,5.0
68,2825,4.0
27,2170,2.0
477,4541,2.5
274,5778,4.0
62,8555,4.0
103,6622,3.5
414,284,2.0
81,507,2.0
606,1257,3.0
89,8281,3.0
318,8553,4.0
517,964,3.0
492,650,3.0
531,900,5.0
414,4557,3.5
534,6218,3.0
250,2611,4.5
437,578,3.0
543,114,5.0
423,1009,1.5
307,2605,2.5
414,3216,3.0
346,1855,4.0
498,93,5.0
202,2341,4.0
125,911,4.0
422,1701,4.0
74,4431,4.0
377,878,4.5
404,235,3.0
177,1074,2.0
217,1169,3.0
123,3564,4.0
380,4637,4.0
290,2345,4.0
167,3646,4.5
344,1972,2.0
409,941,4.0
607,2078,5.0
131,6998,3.0
432,515,4.0
573,896,4.0
328,2217,3.5
309,1420,4.0
603,877,3.0
571,1449,3.0
305,6614,3.5
298,2587,4.0
606,4005,2.5
143,2833,4.5
483,578,3.5
469,915,5.0
448,8150,2.5
122,1662,4.5
414,4620,4.0
84,608,1.0
414,1921,3.0
432,3636,4.5
438,4936,3.5
68,2456,4.0
153,1267,4.5
334,4859,4.0
414,5254,3.0
279,8433,4.0
91,934,4.0
594,2043,4.0
448,1557,3.0
380,3229,3.0
427,487,4.5
607,2743,3.0
448,3076,4.0
132,6000,2.5
339,9073,4.0
534,5857,4.5
339,7608,3.0
232,6095,3.0
606,972,4.0
414,1063,3.0
61,146,3.0
489,685,5.0
249,1693,3.5
448,3047,3.0
483,1475,3.5
20,4229,1.5
474,646,2.0
606,691,4.5
105,7259,4.5
57,802,3.0
434,5292,4.5
39,816,3.0
111,3558,4.0
594,1117,4.5
377,3778,5.0
525,2,3.5
131,6299,3.5
605,7191,3.5
187,5719,4.0
68,1398,3.0
600,2029,2.0
118,1734,3.0
111,6047,4.0
458,261,3.0
210,8672,4.5
94,335,3.0
425,1986,2.5
28,6810,2.5
6,765,4.0
484,2913,4.0
325,1291,4.0
525,153,3.5
140,2893,4.0
66,4756,4.0
594,1207,4.0
414,5730,4.0
22,3576,4.0
414,8520,4.0
339,6060,3.5
274,6454,3.5
408,5902,5.0
125,7972,4.5
64,949,5.0
368,903,4.0
177,6928,4.0
33,1837,3.0
610,9275,3.5
448,7963,1.5
484,507,4.5
474,1971,2.0
580,5923,1.5
368,1847,1.0
198,1530,4.0
380,8407,3.0
90,565,3.0
391,33,3.0
606,906,4.0
387,250,4.0
590,6869,4.5
174,356,3.0
204,7571,0.5
462,1725,5.0
488,2308,4.0
217,1261,2.0
66,911,3.0
523,2371,5.0
325,3640,4.0
64,965,3.5
140,2577,4.0
448,1899,2.0
169,702,5.0
462,794,1.5
14,326,1.0
567,7716,1.5
331,6912,3.0
57,2865,5.0
51,3550,5.0
462,6984,4.0
217,146,2.0
590,11,3.0
288,5766,2.5
474,330,3.0
288,2556,3.0
353,485,2.0
28,5928,3.0
425,2551,4.0
585,373,5.0
43,365,5.0
606,6368,3.0
386,191,3.0
414,769,2.0
560,5720,3.0
19,1158,5.0
414,515,3.0
